id,system_type,nameplate_hp,nameplate_kW,Ph,RLA,V,Amps,hp,MLF,Eff,PF,calc_kw,VSD_speed,percent_on,assigned_schedule,scheduled_hours_per_day,jan_operating_hrs,feb_operating_hrs,mar_operating_hrs,apr_operating_hrs,may_operating_hrs,jun_operating_hrs,jul_operating_hrs,aug_operating_hrs,sep_operating_hrs,octob_operating_hrs,nov_operating_hrs,dec_operating_hrs,jan_operating_kWh,feb_operating_kWh,mar_operating_kWh,apr_operating_kWh,may_operating_kWh,jun_operating_kWh,jul_operating_kWh,aug_operating_kWh,sep_operating_kWh,octob_operating_kWh,nov_operating_kWh,dec_operating_kWh,annual_hours,annual_kwh
1,AC SYSTEM,,,3.0,42.0,575.0,,56.0710817731748,0.75,0.92525,0.824,25.8503386877232,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,VENTILATION,,,1.0,,115.0,14.0,2.15817694369973,0.75,0.75,0.745,1.19945,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,AC SYSTEM,,1.0,,,,,1.34048257372654,0.75,0.75,0.65475,1.0,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AC SYSTEM,,,3.0,27.0,575.0,,36.0456954256124,1.0,0.916125,0.809,21.754081829093,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AC SYSTEM,,,3.0,27.0,575.0,,36.0456954256124,1.0,0.916125,0.809,21.754081829093,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,PUMP,,,3.0,,575.0,10.0,13.3502575650416,0.75,0.893375,0.78375,7.80559521748462,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,AC SYSTEM,,,1.0,15.0,120.0,,2.41286863270778,0.75,0.75,0.745,1.00575,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,AC SYSTEM,,0.15,,,,,0.201072386058981,0.75,0.75,0.7,0.15,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,AC SYSTEM,,,1.0,20.0,120.0,,3.2171581769437,0.75,0.75,0.845,1.521,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,AC SYSTEM,,0.15,,,120.0,,0.201072386058981,0.75,0.75,0.7,0.15,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,AC SYSTEM,,,1.0,11.5,208.0,,3.20643431635389,1.0,0.75,0.845,2.02124,,0.0,OCCUPIED,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,AC SYSTEM,,,3.0,13.3,208.0,,6.42298304833585,0.75,0.87,0.758,2.72399353378228,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,AC SYSTEM,,,3.0,41.6,208.0,,20.0899319406595,0.75,0.904125,0.79925,8.98382329894859,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,AC SYSTEM,,,3.0,20.7,208.0,,9.99667286470316,0.75,0.8825,0.7645,4.27595435863418,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,AC SYSTEM,,,3.0,13.3,208.0,,6.42298304833585,0.75,0.87,0.758,2.72399353378228,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,AC SYSTEM,,,3.0,41.6,208.0,,20.0899319406595,0.75,0.904125,0.79925,8.98382329894859,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,AC SYSTEM,,,3.0,20.7,208.0,,9.99667286470316,0.75,0.8825,0.7645,4.27595435863418,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,PUMP,5.5,,,,,,5.5,0.75,0.87,0.758,3.53706896551724,,1.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,AC SYSTEM,,,3.0,3.5,210.0,,1.70651118440097,0.75,0.81875,0.66925,0.638995220384716,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,PUMP,,,,,,,0.0,,,0.7,0.0,,1.0,ALL DAY,24.0,744.0,672.0,744.0,720.0,744.0,720.0,744.0,744.0,720.0,744.0,720.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,AC SYSTEM,,,3.0,,575.0,7.5,10.0126931737812,0.75,0.893375,0.78375,5.85419641311346,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,VENTILATION,,0.038,,,,,0.0509383378016086,0.75,0.75,0.7,0.038,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,VENTILATION,,0.038,,,,,0.0509383378016086,0.75,0.75,0.7,0.038,,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,PUMP,,1.35,,,,,1.80965147453083,0.75,0.81875,0.66925,1.23664122137405,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,AC SYSTEM,,,3.0,30.3,575.0,,40.4512804220761,0.75,0.92175,0.80875,18.3040274166376,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,AC SYSTEM,,,3.0,30.3,575.0,,40.4512804220761,0.75,0.92175,0.80875,18.3040274166376,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,AC SYSTEM,,,3.0,30.3,575.0,,40.4512804220761,0.75,0.92175,0.80875,18.3040274166376,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,AC SYSTEM,,,3.0,30.3,575.0,,40.4512804220761,0.75,0.92175,0.80875,18.3040274166376,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,AC SYSTEM,,,3.0,20.5,575.0,,27.3680280083353,0.75,0.9115,0.80375,12.3073508802959,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,AC SYSTEM,,,3.0,20.5,575.0,,27.3680280083353,0.75,0.9115,0.80375,12.3073508802959,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,VENTILATION,,1.1,,,,,1.4745308310992,0.75,0.75,0.65475,1.1,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,VENTILATION,,0.37,,,,,0.49597855227882,0.75,0.75,0.7,0.37,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,VENTILATION,,0.55,,,,,0.737265415549598,0.75,0.75,0.7,0.55,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,VENTILATION,,1.1,,,,,1.4745308310992,0.75,0.75,0.65475,1.1,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,VENTILATION,,1.1,,,,,1.4745308310992,0.75,0.75,0.65475,1.1,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,VENTILATION,,1.1,,,,,1.4745308310992,0.75,0.75,0.65475,1.1,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,VENTILATION,,3.7,,,,,4.9597855227882,0.75,0.86,0.71525,3.22674418604651,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,VENTILATION,,3.7,,,,,4.9597855227882,0.75,0.86,0.71525,3.22674418604651,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,VENTILATION,,3.7,,,,,4.9597855227882,0.75,0.86,0.71525,3.22674418604651,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,VENTILATION,,3.7,,,,,4.9597855227882,0.75,0.86,0.71525,3.22674418604651,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,VENTILATION,,3.7,,,,,4.9597855227882,0.75,0.86,0.71525,3.22674418604651,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,VENTILATION,,3.7,,,,,4.9597855227882,0.75,0.86,0.71525,3.22674418604651,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,VENTILATION,,1.1,,,,,1.4745308310992,0.75,0.75,0.65475,1.1,,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,PUMP,75.0,,,,,,75.0,0.75,0.935,0.828,44.879679144385,0.0,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,PUMP,60.0,,,,,,60.0,0.75,0.930625,0.82325,36.0725319006044,0.0,0.0,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ELECTRIC HEATING,,1.5,,,,,2.01072386058981,0.75,0.845,0.702,1.33136094674556,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,ELECTRIC HEATING,,1.5,,,,,2.01072386058981,0.75,0.845,0.702,1.33136094674556,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,ELECTRIC HEATING,,1.5,,,,,2.01072386058981,0.75,0.845,0.702,1.33136094674556,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,ELECTRIC HEATING,,1.5,,,,,2.01072386058981,0.75,0.845,0.702,1.33136094674556,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,ELECTRIC HEATING,,0.5,,,,,0.670241286863271,0.75,0.75,0.7,0.5,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,ELECTRIC HEATING,,1.5,,,,,2.01072386058981,0.75,0.845,0.702,1.33136094674556,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,ELECTRIC HEATING,,1.0,,,,,1.34048257372654,0.75,0.75,0.65475,1.0,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,ELECTRIC HEATING,,1.0,,,,,1.34048257372654,0.75,0.75,0.65475,1.0,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,ELECTRIC HEATING,,2.5,,,,,3.35120643431635,0.75,0.86,0.71525,2.18023255813953,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,ELECTRIC HEATING,,2.5,,,,,3.35120643431635,0.75,0.86,0.71525,2.18023255813953,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,ELECTRIC HEATING,,3.0,,,,,4.02144772117963,0.75,0.86,0.71525,2.61627906976744,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,ELECTRIC HEATING,,3.0,,,,,4.02144772117963,0.75,0.86,0.71525,2.61627906976744,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,ELECTRIC HEATING,,30.0,,,,,40.2144772117963,0.75,0.92175,0.80875,24.4100895036615,,,ALL DAY,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
145,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
146,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
147,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
148,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
149,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
150,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
151,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
152,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
153,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
154,VENTILATION,0.15,,,,,,0.15,0.75,0.75,0.7,0.1119,,0.01917808219,ALL DAY,24.0,14.26849315,12.88767123,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,14.26849315,13.80821918,14.26849315,13.80821918,14.26849315,1.596644384,1.442130411,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,1.596644384,1.545139726,1.596644384,1.545139726,1.596644384,168.0,18.7992
155,ELECTRIC HEATING,,4.0,,,,,5.36193029490617,0.75,0.87,0.758,3.44827586206897,,0.4,,24.0,297.6,241.92,238.08,201.6,119.04,57.6,0.0,0.0,57.6,178.56,230.4,297.6,1026.20689655172,834.206896551724,820.96551724138,695.172413793104,410.48275862069,198.620689655172,0.0,0.0,198.620689655172,615.724137931035,794.48275862069,1026.20689655172,1920.0,6620.68965517242
156,ELECTRIC HEATING,,6.0,,,,,8.04289544235925,0.75,0.8825,0.7645,5.09915014164306,,0.4,,24.0,297.6,241.92,238.08,201.6,119.04,57.6,0.0,0.0,57.6,178.56,230.4,297.6,1517.50708215297,1233.58640226629,1214.00566572238,1027.98866855524,607.00283286119,293.71104815864,0.0,0.0,293.71104815864,910.504249291785,1174.84419263456,1517.50708215297,1920.0,9790.36827195468
157,AC SYSTEM,,,3.0,17.3,208.0,,8.35470727339926,0.75,0.8825,0.7645,3.57362369103243,,0.3,AHU-1  (FROM AUDIT),7.85714285714286,0.0,0.0,0.0,0.0,36.5357142857143,70.7142857142857,73.0714285714286,73.0714285714286,35.3571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.564894140221,252.706246723008,261.129788280441,261.129788280441,126.353123361504,0.0,0.0,0.0,288.75,1031.88384078562
158,AC SYSTEM,,,3.0,5.1,575.0,,6.80863135817122,0.75,0.87,0.758,2.88754736763177,,0.3,RTU-4,12.5,0.0,0.0,0.0,22.5,46.5,11.25,116.25,116.25,56.25,0.0,0.0,0.0,0.0,0.0,0.0,64.9698157717149,134.270952594877,32.4849078858575,335.677381487194,335.677381487194,162.424539429287,0.0,0.0,0.0,369.0,1065.50497865612
160,AC SYSTEM,8.0,,,,,,8.0,0.75,0.8825,0.7645,5.07195467422096,,0.5,ALL DAY,24.0,1.0,0.0,18.0,53.0,175.5,316.5,350.5,364.0,245.0,78.5,3.5,0.0,5.07195467422096,0.0,91.2951841359773,268.813597733711,890.128045325779,1605.27365439094,1777.72011331445,1846.19150141643,1242.62889518414,398.148441926346,17.7518413597734,0.0,1605.5,8143.02322946176
161,AC SYSTEM,,,3.0,34.6,575.0,,46.191891175044,0.75,0.92175,0.80875,20.9016286671835,,0.5,ALL DAY,24.0,1.0,0.0,18.0,53.0,175.5,316.5,350.5,364.0,245.0,78.5,3.5,0.0,20.9016286671835,0.0,376.229316009303,1107.78631936073,3668.23583109071,6615.36547316358,7326.02084784782,7608.1928348548,5120.89902345996,1640.77785037391,73.1557003351423,0.0,1605.5,33557.5648251631
162,AC SYSTEM,,,3.0,43.6,575.0,,58.2071229835814,0.75,0.92525,0.824,26.8351134948746,,0.5,ALL DAY,24.0,1.0,0.0,18.0,53.0,175.5,316.5,350.5,364.0,245.0,78.5,3.5,0.0,26.8351134948746,0.0,483.032042907743,1422.26101522835,4709.56241835049,8493.31342112781,9405.70727995354,9767.98131213435,6574.60280624427,2106.55640934765,93.9228972320611,0.0,1605.5,43083.7747160211
